Compound,Space_Group,Crystal_System,cluster_id,Representative_Compound
SrHfO3_221,221,cubic,166,SrPrZnBiO6_216
SrHfO3_99,99,tetragonal,166,SrPrZnBiO6_216
SrHfS3_62,62,orthorhombic,79,K2YInF6_225
SrHgO3_221,221,cubic,11,BaCaDyNbO6_216
SrHoMn2O6_31,31,orthorhombic,97,La3Mn3O10_1
SrInO3_221,221,cubic,8,Ba2TmMoO6_225
SrIrO3_5,5,monoclinic,89,KLaHfFeO6_216
SrIrO3_62,62,orthorhombic,158,Sr2CrSbO6_12
SrIrO3_63,63,orthorhombic,89,KLaHfFeO6_216
SrLa(CoO3)2_225,225,cubic,165,SrCa7Mn7CrO23_1
SrLa2(CoO3)3_1,1,triclinic,99,LaFeO3_2
SrLa2Mn3O9_156,156,trigonal,161,Sr3La7Mn7(FeO10)3_1
SrLa2Mn3O9_164,164,trigonal,161,Sr3La7Mn7(FeO10)3_1
SrLa3Cr4O12_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
SrLa3Mn2Cr2O12_3,3,monoclinic,161,Sr3La7Mn7(FeO10)3_1
SrLa3Mn4O12_167,167,trigonal,161,Sr3La7Mn7(FeO10)3_1
SrLa3Mn4O12_3,3,monoclinic,161,Sr3La7Mn7(FeO10)3_1
SrLa4Cr5O15_12,12,monoclinic,161,Sr3La7Mn7(FeO10)3_1
SrLa4TiAl4O15_65,65,orthorhombic,97,La3Mn3O10_1
SrLa4TiCr4O15_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
SrLaAlCuO5_57,57,orthorhombic,126,Na9Sr2Nd9Ti20O60_6
SrLaCoRuO6_7,7,monoclinic,158,Sr2CrSbO6_12
SrLaCuRuO6_1,1,triclinic,158,Sr2CrSbO6_12
SrLaCuRuO6_7,7,monoclinic,158,Sr2CrSbO6_12
SrLaEuSbO6_2,2,triclinic,14,BaSrNdSbO6_216
SrLaFeRuO6_7,7,monoclinic,158,Sr2CrSbO6_12
SrLaMnFeO6_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
SrLaMnSnO6_7,7,monoclinic,158,Sr2CrSbO6_12
SrLaTaMnO6_7,7,monoclinic,166,SrPrZnBiO6_216
SrLaTaNiO6_216,216,cubic,159,Sr2HfCrO6_12
SrLaTiMnO6_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
SrLaVFeO6_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
SrLaVFeO6_8,8,monoclinic,161,Sr3La7Mn7(FeO10)3_1
SrLaZnRuO6_7,7,monoclinic,158,Sr2CrSbO6_12
SrLiO3_221,221,cubic,100,LaMgO3_221
SrLiPrTeO6_8,8,monoclinic,89,KLaHfFeO6_216
SrMgInWO6_216,216,cubic,89,KLaHfFeO6_216
SrMn2BiO6_1,1,triclinic,97,La3Mn3O10_1
SrMnInWO6_216,216,cubic,166,SrPrZnBiO6_216
SrMnNbBiO6_216,216,cubic,166,SrPrZnBiO6_216
SrMnO3_186,186,hexagonal,59,GdMnO3_62
SrMnO3_194,194,hexagonal,163,Sr6Ca2Fe5(CoO8)3_3
SrMnO3_47,47,orthorhombic,163,Sr6Ca2Fe5(CoO8)3_3
SrMoO3_2,2,triclinic,96,La2NiMoO6_225
SrMoO3_221,221,cubic,53,EuMoO3_221
SrNbNO2_123,123,tetragonal,53,EuMoO3_221
SrNbO3_62,62,orthorhombic,53,EuMoO3_221
SrNd2Mn3O9_62,62,orthorhombic,99,LaFeO3_2
SrNdCoRuO6_7,7,monoclinic,158,Sr2CrSbO6_12
SrNdCoSbO6_216,216,cubic,158,Sr2CrSbO6_12
SrNdEuSbO6_48,48,orthorhombic,14,BaSrNdSbO6_216
SrNdHfMnO6_216,216,cubic,159,Sr2HfCrO6_12
SrNdHfTiO6_216,216,cubic,159,Sr2HfCrO6_12
SrNdMgRuO6_7,7,monoclinic,89,KLaHfFeO6_216
SrNdMgWO6_216,216,cubic,89,KLaHfFeO6_216
SrNdNiSbO6_216,216,cubic,158,Sr2CrSbO6_12
SrNdZnRuO6_7,7,monoclinic,158,Sr2CrSbO6_12
SrNdZrCrO6_216,216,cubic,158,Sr2CrSbO6_12
SrNiO3_123,123,tetragonal,163,Sr6Ca2Fe5(CoO8)3_3
SrNiO3_221,221,cubic,163,Sr6Ca2Fe5(CoO8)3_3
SrOsO3_221,221,cubic,158,Sr2CrSbO6_12
SrPdO3_221,221,cubic,53,EuMoO3_221
SrPr(FeO3)2_31,31,orthorhombic,161,Sr3La7Mn7(FeO10)3_1
SrPrEuNbO6_2,2,triclinic,14,BaSrNdSbO6_216
SrPrEuSbO6_48,48,orthorhombic,14,BaSrNdSbO6_216
SrPrGdNiO6_216,216,cubic,158,Sr2CrSbO6_12
SrPrMnNbO6_216,216,cubic,166,SrPrZnBiO6_216
SrPrNiRuO6_7,7,monoclinic,158,Sr2CrSbO6_12
SrPrYMnO6_216,216,cubic,53,EuMoO3_221
SrPrZnBiO6_216,216,cubic,166,SrPrZnBiO6_216
SrPrZnRuO6_7,7,monoclinic,158,Sr2CrSbO6_12
SrPtO3_221,221,cubic,166,SrPrZnBiO6_216
SrPuO3_221,221,cubic,12,BaCaLaSbO6_216
SrReO3_221,221,cubic,158,Sr2CrSbO6_12
SrRhO3_140,140,tetragonal,96,La2NiMoO6_225
SrRhO3_221,221,cubic,96,La2NiMoO6_225
SrRhO3_62,62,orthorhombic,96,La2NiMoO6_225
SrRhO3_74,74,orthorhombic,96,La2NiMoO6_225
SrRuO3_62,62,orthorhombic,96,La2NiMoO6_225
SrSbO3_221,221,cubic,8,Ba2TmMoO6_225
SrSm3Mn4O12_6,6,monoclinic,97,La3Mn3O10_1
SrSmEuNiO6_216,216,cubic,166,SrPrZnBiO6_216
SrSmEuVO6_216,216,cubic,166,SrPrZnBiO6_216
SrSmHfTiO6_216,216,cubic,159,Sr2HfCrO6_12
SrSmMn2O6_31,31,orthorhombic,97,La3Mn3O10_1
SrSmScO4_36,36,orthorhombic,166,SrPrZnBiO6_216
SrSmTiNbO6_216,216,cubic,96,La2NiMoO6_225
SrSnO3_221,221,cubic,53,EuMoO3_221
SrSnO3_62,62,orthorhombic,53,EuMoO3_221
SrSnO3_74,74,orthorhombic,53,EuMoO3_221
SrTaNO2_1,1,triclinic,166,SrPrZnBiO6_216
SrTaNO2_25,25,orthorhombic,166,SrPrZnBiO6_216
SrTaNO2_6,6,monoclinic,166,SrPrZnBiO6_216
SrTbEuNiO6_216,216,cubic,158,Sr2CrSbO6_12
SrTbEuWO6_216,216,cubic,160,Sr2NdMnO6_225
SrTbPrMnO6_216,216,cubic,166,SrPrZnBiO6_216
SrTcO3_221,221,cubic,96,La2NiMoO6_225
SrTcO3_74,74,orthorhombic,96,La2NiMoO6_225
SrTiFe4Bi4O15_8,8,monoclinic,173,VBiO3_14
SrTiMnBiO6_216,216,cubic,97,La3Mn3O10_1
SrTiO3_140,140,tetragonal,163,Sr6Ca2Fe5(CoO8)3_3
SrTiO3_194,194,hexagonal,96,La2NiMoO6_225
SrTiO3_221,221,cubic,163,Sr6Ca2Fe5(CoO8)3_3
SrTiS3_194,194,hexagonal,45,CsV5S8_12
SrTmO3_221,221,cubic,12,BaCaLaSbO6_216
SrVO3_221,221,cubic,163,Sr6Ca2Fe5(CoO8)3_3
SrWNO2_123,123,tetragonal,166,SrPrZnBiO6_216
SrYbO3_221,221,cubic,14,BaSrNdSbO6_216
SrYCoO4_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
SrZrO3_221,221,cubic,6,Ba2ErPaO6_225
Ta2Se3_11,11,monoclinic,138,NbMoS3_11
TaCr3(AgS4)2_26,26,orthorhombic,157,SmScS3_62
TaCr3(CuS4)2_31,31,orthorhombic,157,SmScS3_62
TaNb(AgO3)2_18,18,orthorhombic,158,Sr2CrSbO6_12
TaSnO3_221,221,cubic,53,EuMoO3_221
Tb2CoPtO6_14,14,monoclinic,97,La3Mn3O10_1
Tb2MgTiO6_14,14,monoclinic,173,VBiO3_14
Tb3AlC_221,221,cubic,167,Tb3AlC_221
Tb3GaC_221,221,cubic,58,Gd3SnC_221
Tb3PbC_221,221,cubic,57,Gd3PbC_221
Tb3SnC_221,221,cubic,65,K2CeCuBr6_225
Tb3TlC_221,221,cubic,78,K2TlAgBr6_225
TbBeO3_221,221,cubic,15,BeAuO3_221
TbBRh3_221,221,cubic,156,SmRh3C_221
TbCoO3_62,62,orthorhombic,171,TmRhO3_62
TbCrO3_62,62,orthorhombic,50,ErVO3_62
TbErO3_221,221,cubic,14,BaSrNdSbO6_216
TbEu2NbO6_225,225,cubic,8,Ba2TmMoO6_225
TbEu2TaO6_225,225,cubic,8,Ba2TmMoO6_225
TbEu2VO6_225,225,cubic,166,SrPrZnBiO6_216
TbGdO3_62,62,orthorhombic,8,Ba2TmMoO6_225
TbGeO3_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
TbInO3_62,62,orthorhombic,96,La2NiMoO6_225
TbLuO3_62,62,orthorhombic,53,EuMoO3_221
TbMn4(CuO4)3_204,204,cubic,48,ErMn4(CuO4)3_204
TbNiO3_221,221,cubic,54,EuNiO3_62
TbNiO3_62,62,orthorhombic,171,TmRhO3_62
TbRh3C_221,221,cubic,156,SmRh3C_221
TbRhO3_62,62,orthorhombic,171,TmRhO3_62
TbScS3_62,62,orthorhombic,157,SmScS3_62
TbSiO3_221,221,cubic,50,ErVO3_62
TbTiO3_62,62,orthorhombic,59,GdMnO3_62
TbVO3_221,221,cubic,165,SrCa7Mn7CrO23_1
TbVO3_62,62,orthorhombic,50,ErVO3_62
ThBO3_221,221,cubic,103,LiCeO3_221
ThBRh3_221,221,cubic,172,UBRh3_221
ThSiO3_221,221,cubic,125,Na7La7Th2Ti18O54_42
ThTaN3_221,221,cubic,53,EuMoO3_221
ThWO3_221,221,cubic,53,EuMoO3_221
Ti3AlC_221,221,cubic,49,ErRu3C_221
Ti3TlN_221,221,cubic,109,Mg3SbN_221
Ti4Zn3SnO12_229,229,cubic,163,Sr6Ca2Fe5(CoO8)3_3
TiBeO3_221,221,cubic,56,GaBO3_221
TiCdO3_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
TiCdO3_26,26,orthorhombic,99,LaFeO3_2
TiCdO3_33,33,orthorhombic,165,SrCa7Mn7CrO23_1
TiCdO3_62,62,orthorhombic,99,LaFeO3_2
TiCrO3_62,62,orthorhombic,155,ScCoO3_14
TiFe3N_221,221,cubic,175,ZnNi3N_221
TiFeO3_62,62,orthorhombic,54,EuNiO3_62
TiMnO3_62,62,orthorhombic,54,EuNiO3_62
TiPbO3_221,221,cubic,173,VBiO3_14
TiSnO3_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
TiTeO3_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
TiZn(BiO3)2_123,123,tetragonal,159,Sr2HfCrO6_12
TiZnO3_221,221,cubic,163,Sr6Ca2Fe5(CoO8)3_3
TiZnO3_62,62,orthorhombic,54,EuNiO3_62
Tl2F3_221,221,cubic,148,Rb3MoF6_225
Tl2SnO3_62,62,orthorhombic,168,Tl2SnO3_62
TlAgF3_1,1,triclinic,6,Ba2ErPaO6_225
TlAgF3_8,8,monoclinic,14,BaSrNdSbO6_216
TlBO3_221,221,cubic,15,BeAuO3_221
TlCdF3_8,8,monoclinic,6,Ba2ErPaO6_225
TlCoF3_221,221,cubic,160,Sr2NdMnO6_225
TlCoO3_2,2,triclinic,59,GdMnO3_62
TlCr5Se8_12,12,monoclinic,169,TlCr5Se8_12
TlCr5Te8_1,1,triclinic,38,Cs3Sc2Br9_194
TlCrO3_62,62,orthorhombic,173,VBiO3_14
TlCuF3_123,123,tetragonal,170,TlCuF3_123
TlFeF3_221,221,cubic,160,Sr2NdMnO6_225
TlFeO3_62,62,orthorhombic,173,VBiO3_14
TlGaO3_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
TlGeBr3_8,8,monoclinic,38,Cs3Sc2Br9_194
TlGeO3_221,221,cubic,99,LaFeO3_2
TlInCl3_8,8,monoclinic,29,Cs2InHgCl6_225
TlIO3_221,221,cubic,8,Ba2TmMoO6_225
TlNiCl3_194,194,hexagonal,128,NaCaDyWO6_216
TlNiF3_221,221,cubic,170,TlCuF3_123
TlNiO3_14,14,monoclinic,59,GdMnO3_62
TlNiO3_8,8,monoclinic,171,TmRhO3_62
TlPdF3_1,1,triclinic,14,BaSrNdSbO6_216
TlSiO3_221,221,cubic,108,LuAlO3_221
TlTcO3_221,221,cubic,96,La2NiMoO6_225
TlV2Cr3S8_8,8,monoclinic,157,SmScS3_62
TlV5S8_5,5,monoclinic,157,SmScS3_62
TlV5Se8_12,12,monoclinic,169,TlCr5Se8_12
TlVCl3_194,194,hexagonal,128,NaCaDyWO6_216
TlZnF3_6,6,monoclinic,170,TlCuF3_123
Tm2MgTiO6_14,14,monoclinic,173,VBiO3_14
Tm2NiRuO6_14,14,monoclinic,171,TmRhO3_62
Tm2PbS4_36,36,orthorhombic,60,In9Pb4S17_55
Tm3InC_221,221,cubic,65,K2CeCuBr6_225
Tm3SnC_221,221,cubic,65,K2CeCuBr6_225
TmBeO3_221,221,cubic,15,BeAuO3_221
TmBPd3_221,221,cubic,51,EuBPd3_221
TmBRh3_221,221,cubic,49,ErRu3C_221
TmCoO3_62,62,orthorhombic,50,ErVO3_62
TmCrO3_221,221,cubic,165,SrCa7Mn7CrO23_1
TmCrO3_62,62,orthorhombic,50,ErVO3_62
TmFeO3_62,62,orthorhombic,59,GdMnO3_62
TmInO3_62,62,orthorhombic,96,La2NiMoO6_225
TmNiO3_14,14,monoclinic,171,TmRhO3_62
TmNiO3_62,62,orthorhombic,171,TmRhO3_62
TmRhO3_62,62,orthorhombic,171,TmRhO3_62
TmRu3C_221,221,cubic,49,ErRu3C_221
TmSb(PbO3)2_15,15,monoclinic,53,EuMoO3_221
TmScO3_221,221,cubic,159,Sr2HfCrO6_12
TmScO3_62,62,orthorhombic,173,VBiO3_14
TmVO3_62,62,orthorhombic,50,ErVO3_62
UBO3_221,221,cubic,15,BeAuO3_221
UBRh3_221,221,cubic,172,UBRh3_221
UCd(PbO3)2_14,14,monoclinic,14,BaSrNdSbO6_216
UCrS3_62,62,orthorhombic,157,SmScS3_62
UCrSe3_62,62,orthorhombic,19,CaHo(FeO3)2_31
UHgO3_221,221,cubic,14,BaSrNdSbO6_216
UIrO3_221,221,cubic,96,La2NiMoO6_225
UPdO3_221,221,cubic,160,Sr2NdMnO6_225
URuS3_62,62,orthorhombic,66,K2CrAgF6_225
USiO3_221,221,cubic,50,ErVO3_62
UTiO3_221,221,cubic,173,VBiO3_14
UTlO3_221,221,cubic,14,BaSrNdSbO6_216
UVSe3_62,62,orthorhombic,19,CaHo(FeO3)2_31
V3AuN_221,221,cubic,74,K2LiTlF6_225
VAg3F6_225,225,cubic,14,BaSrNdSbO6_216
VBiO3_14,14,monoclinic,173,VBiO3_14
VCdO3_221,221,cubic,165,SrCa7Mn7CrO23_1
VGaO3_62,62,orthorhombic,54,EuNiO3_62
VHgO3_221,221,cubic,97,La3Mn3O10_1
VIrO3_221,221,cubic,123,Na3SrTa4O12_6
VNCl3_194,194,hexagonal,118,Mo2(NCl3)3_194
VOsO3_221,221,cubic,123,Na3SrTa4O12_6
VPtO3_221,221,cubic,165,SrCa7Mn7CrO23_1
VSnO3_62,62,orthorhombic,173,VBiO3_14
VZnO3_221,221,cubic,174,ZnCuO3_221
Y2MgTiO6_14,14,monoclinic,59,GdMnO3_62
Y2NiRuO6_14,14,monoclinic,165,SrCa7Mn7CrO23_1
Y3GaC_221,221,cubic,58,Gd3SnC_221
Y3PbC_221,221,cubic,58,Gd3SnC_221
Y3SnC_221,221,cubic,58,Gd3SnC_221
YAlO3_62,62,orthorhombic,155,ScCoO3_14
Yb2MgTiO6_14,14,monoclinic,50,ErVO3_62
Yb3AlC_221,221,cubic,47,Er3AlN_221
Yb3GaC_221,221,cubic,107,Lu3InC_221
Yb3InC_221,221,cubic,107,Lu3InC_221
Yb3PbC_221,221,cubic,107,Lu3InC_221
Yb3SnC_221,221,cubic,65,K2CeCuBr6_225
Yb3SnO_221,221,cubic,107,Lu3InC_221
Yb3TlC_221,221,cubic,78,K2TlAgBr6_225
YbAuO3_221,221,cubic,53,EuMoO3_221
YbBRh3_221,221,cubic,49,ErRu3C_221
YbCrO3_221,221,cubic,171,TmRhO3_62
YbCuO3_221,221,cubic,155,ScCoO3_14
YbEu2TaO6_225,225,cubic,53,EuMoO3_221
YbGeO3_221,221,cubic,165,SrCa7Mn7CrO23_1
YbInO3_221,221,cubic,53,EuMoO3_221
YbNiH3_221,221,cubic,20,CaNiH3_221
YbNiO3_221,221,cubic,155,ScCoO3_14
YBPd3_221,221,cubic,51,EuBPd3_221
YbPuO3_221,221,cubic,14,BaSrNdSbO6_216
YBRh3_221,221,cubic,156,SmRh3C_221
YbRh3C_221,221,cubic,49,ErRu3C_221
YbRu3C_221,221,cubic,49,ErRu3C_221
YbSiO3_221,221,cubic,108,LuAlO3_221
YbTa(PbO3)2_225,225,cubic,53,EuMoO3_221
YbTaO3_221,221,cubic,96,La2NiMoO6_225
YbWO3_221,221,cubic,96,La2NiMoO6_225
YCoO3_14,14,monoclinic,171,TmRhO3_62
YCrO3_221,221,cubic,163,Sr6Ca2Fe5(CoO8)3_3
YCrO3_62,62,orthorhombic,171,TmRhO3_62
YCuO3_221,221,cubic,174,ZnCuO3_221
YFeO3_221,221,cubic,163,Sr6Ca2Fe5(CoO8)3_3
YMoO3_221,221,cubic,53,EuMoO3_221
YPt3C_221,221,cubic,51,EuBPd3_221
YRh3C_221,221,cubic,49,ErRu3C_221
YRhO3_62,62,orthorhombic,171,TmRhO3_62
YSbO3_221,221,cubic,14,BaSrNdSbO6_216
YSbO3_62,62,orthorhombic,8,Ba2TmMoO6_225
YScS3_62,62,orthorhombic,45,CsV5S8_12
YSiO3_221,221,cubic,155,ScCoO3_14
YSnO3_14,14,monoclinic,8,Ba2TmMoO6_225
YSnO3_221,221,cubic,53,EuMoO3_221
YTiO3_221,221,cubic,163,Sr6Ca2Fe5(CoO8)3_3
YV4(CuO4)3_148,148,trigonal,54,EuNiO3_62
YVO3_123,123,tetragonal,163,Sr6Ca2Fe5(CoO8)3_3
YVO3_14,14,monoclinic,171,TmRhO3_62
YWO3_221,221,cubic,166,SrPrZnBiO6_216
Zn(AgO2)2_62,62,orthorhombic,165,SrCa7Mn7CrO23_1
ZnAuO3_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
ZnBiO3_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
ZnCo3C_221,221,cubic,175,ZnNi3N_221
ZnCoO3_62,62,orthorhombic,2,AlVO3_62
ZnCuO3_221,221,cubic,174,ZnCuO3_221
ZnFe3C_221,221,cubic,175,ZnNi3N_221
ZnMoO3_62,62,orthorhombic,54,EuNiO3_62
ZnNF3_221,221,cubic,117,MnNF3_221
ZnNi3N_221,221,cubic,175,ZnNi3N_221
ZnSbO3_11,11,monoclinic,158,Sr2CrSbO6_12
ZnSiO3_221,221,cubic,1,AlNiO3_221
ZnSnO3_221,221,cubic,158,Sr2CrSbO6_12
ZnSnO3_62,62,orthorhombic,99,LaFeO3_2
Zr(TlS)4_2,2,triclinic,60,In9Pb4S17_55
ZrAlO3_221,221,cubic,155,ScCoO3_14
ZrBRh3_221,221,cubic,176,ZrBRh3_221
ZrNiO3_221,221,cubic,174,ZnCuO3_221
ZrOsO3_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
ZrRu3C_221,221,cubic,49,ErRu3C_221
ZrSiO3_221,221,cubic,155,ScCoO3_14
ZrTiO3_221,221,cubic,163,Sr6Ca2Fe5(CoO8)3_3
ZrZnO3_221,221,cubic,53,EuMoO3_221
